ID,Brand,Model,Year_of_production,Type,Leather_interior,Fuel_type,Engine_volume,Mileage,Cylinders,Gear_box,Drive_wheels,Doors,Color,Airbags,Tax,Price
45790425,TOYOTA,RAV 4,2016,Jeep,Yes,Hybrid,2.5,33500 km,4.0,Automatic,4x4,04-May,White,0,518,64290
45653541,MERCEDES-BENZ,ML 350,2015,Jeep,Yes,Diesel,3.5,79080 km,6.0,Automatic,4x4,04-May,Grey,12,1273,22894
45793545,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,67435 km,4.0,Automatic,Front,04-May,Silver,4,1282,6241
43099947,CHEVROLET,Cruze LT,2017,Sedan,Yes,Petrol,1.4 Turbo,21834 km,4.0,Automatic,Front,04-May,Black,8,738,19287
45810171,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.8,118875 km,4.0,Automatic,Front,04-May,Grey,4,761,9512
45740821,DODGE,Caliber,2011,Hatchback,No,Petrol,2,89000 km,4.0,Automatic,Front,04-May,White,0,707,13172
45732664,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,608650 km,4.0,Automatic,Front,04-May,Orange,4,639,8467
45732849,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,592541 km,4.0,Automatic,Front,04-May,Orange,4,639,8467
45803356,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,259733 km,4.0,Automatic,Front,04-May,Silver,4,891,11290
45599118,NISSAN,Versa s,2012,Hatchback,No,Petrol,1.8,120000 km,4.0,Automatic,Front,04-May,Grey,4,586,9408
45804371,JEEP,Compass,2013,Jeep,Yes,Petrol,2.4,165000 km,4.0,Automatic,Front,04-May,Grey,4,751,22269
45650472,TOYOTA,Highlander,2011,Sedan,Yes,Hybrid,3.5,368064 km,6.0,Automatic,4x4,04-May,Grey,12,1172,21639
45793636,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,81458 km,4.0,Automatic,Front,04-May,Silver,4,1282,6115
45765622,TOYOTA,Tacoma,2018,Sedan,Yes,Petrol,3.5,27358 km,6.0,Automatic,Front,04-May,Grey,12,1823,21012
45803026,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,170000 km,4.0,Automatic,Front,04-May,Grey,4,765,36733
45803129,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,2,345316 km,4.0,Automatic,Front,04-May,Orange,4,1017,11604
45732148,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,151000 km,4.0,Automatic,Front,04-May,White,4,836,23408
45759335,AUDI,A7,2013,Hatchback,Yes,Petrol,3,301707 km,6.0,Automatic,4x4,04-May,Grey,0,917,11133
45801902,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,52000 km,4.0,Automatic,Front,04-May,Red,4,880,31581
45755697,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8,174043 km,4.0,Automatic,Front,04-May,White,0,585,5331
44594491,MERCEDES-BENZ,GL 350 BLUTEC,2010,Jeep,Yes,Diesel,3,130000 km,6.0,Tiptronic,4x4,04-May,Black,12,1211,32929
45792994,CHEVROLET,Cruze,2009,Sedan,Yes,Diesel,2,71112 km,4.0,Automatic,Front,04-May,Black,4,961,7213
45804328,JEEP,Compass,2014,Jeep,Yes,Petrol,2.4,84414 km,4.0,Automatic,Front,04-May,Black,4,749,37291
45772611,NISSAN,Altima,2015,Sedan,Yes,Petrol,2.5,94632 km,4.0,Automatic,Front,04-May,White,12,934,6272
45801528,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,75000 km,4.0,Automatic,Front,04-May,White,4,629,20526
45604748,FORD,Transit,2007,Microbus,No,Diesel,2.2,214000 km,4.0,Manual,Front,04-May,Blue,2,1408,18189
45792422,KIA,Optima,2013,Sedan,Yes,Petrol,2,61860 km,4.0,Automatic,Front,04-May,Silver,4,640,8467
45797697,HYUNDAI,H1,2008,Minivan,Yes,Diesel,2.5,63984 km,4.0,Automatic,Front,04-May,Silver,4,1347,15053
45809178,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,106500 km,4.0,Automatic,Front,04-May,Blue,4,502,14586
45797585,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,42852 km,4.0,Automatic,Front,04-May,White,4,1185,18189
45802754,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,53729 km,4.0,Automatic,Front,04-May,Black,4,640,28222
45733180,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,151727 km,4.0,Automatic,Front,04-May,Black,4,707,19416
45730710,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,92627 km,4.0,Automatic,Front,04-May,Silver,4,831,41811
45809167,FORD,Taurus,2014,Sedan,Yes,Petrol,3.5,154587 km,4.0,Automatic,Front,04-May,Black,4,1053,32311
45765211,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,3.5,170429 km,6.0,Automatic,Rear,02-Mar,Silver,12,1172,15994
45665405,TOYOTA,Prius C,2014,Hatchback,No,Hybrid,1.5,107000 km,4.0,Automatic,Front,04-May,White,12,271,13956
45804170,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,151186 km,4.0,Automatic,Front,04-May,Silver,4,707,26475
45796874,HYUNDAI,H1,2013,Universal,Yes,Diesel,2.5,193881 km,4.0,Automatic,Front,04-May,Silver,4,779,23414
45730424,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2,109092 km,4.0,Automatic,Front,04-May,Black,4,707,31659
45730144,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,72073 km,4.0,Automatic,Front,04-May,White,4,730,40092
45810989,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,69918 km,8.0,Automatic,4x4,04-May,White,12,2225,33243
45635049,MITSUBISHI,Outlander,2017,Jeep,No,Petrol,2.4,60800 km,4.0,Variator,4x4,04-May,Grey,12,1202,40142
45799862,FORD,C-MAX,2016,Hatchback,No,Hybrid,2,12000 km,4.0,Automatic,Front,04-May,Carnelian red,12,431,14740
45804335,LEXUS,CT 200h,2012,Sedan,Yes,Hybrid,1.8,47286 km,4.0,Automatic,Front,04-May,Grey,4,586,24738
45756945,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.0 Turbo,62000 km,4.0,Tiptronic,Front,04-May,White,12,639,31361
45793776,VOLKSWAGEN,Jetta,2012,Sedan,Yes,Petrol,2.5,160000 km,4.0,Automatic,Rear,04-May,Blue,0,781,13485
45755553,CHEVROLET,Matiz,2006,Hatchback,No,LPG,1,132000 km,3.0,Automatic,Front,04-May,Black,4,784,8467
45744813,DAEWOO,Lacetti,2009,Sedan,Yes,Diesel,2,39031 km,4.0,Automatic,Front,04-May,Blue,4,966,5865
45803490,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,586667 km,4.0,Automatic,Front,04-May,Orange,4,765,9252
45769667,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,300366 km,6.0,Automatic,4x4,04-May,Blue,12,1324,14269
45733398,HYUNDAI,Sonata,2017,Sedan,Yes,Petrol,2,34900 km,4.0,Automatic,Front,04-May,Black,4,1017,54167
45770182,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,110685 km,4.0,Automatic,Front,04-May,White,12,584,3763
45810273,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2,135965 km,4.0,Automatic,Front,04-May,Black,4,642,25456
45801410,HYUNDAI,Accent,2012,Sedan,Yes,Petrol,1.4,141000 km,4.0,Automatic,Front,04-May,White,4,475,12720
45401581,TOYOTA,Camry,2011,Sedan,No,Petrol,2.5,216000 km,4.0,Tiptronic,Front,04-May,Red,10,862,18189
45804913,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,189414 km,4.0,Automatic,Front,04-May,Black,4,707,18312
45753290,TOYOTA,Prius,2006,Sedan,No,Petrol,1.5,160000 km,4.0,Automatic,Front,04-May,Red,12,1132,11917
45776468,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,150400 km,4.0,Automatic,Front,04-May,White,6,586,13172
45809651,HONDA,Civic,2017,Sedan,Yes,Petrol,1.5,36340 km,4.0,Automatic,Front,04-May,Grey,4,784,58172
45802888,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,153958 km,4.0,Automatic,Front,04-May,White,4,765,44247
45776804,MERCEDES-BENZ,CLS 550,2012,Sedan,Yes,Petrol,4.7 Turbo,152000 km,8.0,Automatic,4x4,04-May,Black,12,1391,15681
45797102,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,91804 km,4.0,Automatic,Front,04-May,Silver,4,1091,37066
45773495,CHEVROLET,Volt,2012,Hatchback,Yes,Hybrid,1.4,162190 km,4.0,Automatic,Front,04-May,Blue,0,475,4547
45730784,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,41279 km,4.0,Automatic,Front,04-May,White,4,531,16778
45621648,BMW,X5,2012,Jeep,Yes,Diesel,3,149520 km,6.0,Automatic,4x4,04-May,Grey,0,919,9408
45730129,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,63276 km,4.0,Automatic,Front,04-May,White,4,730,25889
45803894,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,161345 km,4.0,Automatic,Front,04-May,Silver,4,707,21652
45764966,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,80699 km,4.0,Automatic,Front,04-May,Black,0,585,12074
45803274,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,417661 km,4.0,Automatic,Front,04-May,Silver,4,639,10036
45801693,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,120334 km,4.0,Automatic,Front,04-May,Silver,4,531,18826
45815379,LEXUS,IS 200,2016,Sedan,Yes,Petrol,2,58328 km,4.0,Automatic,Rear,04-May,White,12,891,3763
45803843,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,171996 km,4.0,Automatic,Front,04-May,Grey,4,642,20814
45803887,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,161345 km,4.0,Automatic,Front,04-May,Silver,4,707,21652
45730470,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,116074 km,4.0,Automatic,Front,04-May,White,4,831,40926
45342052,TOYOTA,Camry,2012,Sedan,Yes,Petrol,2.5,75000 km,4.0,Tiptronic,Front,04-May,Black,10,781,19130
45725908,MERCEDES-BENZ,CLA 250 AMG,2013,Sedan,Yes,Petrol,2.0 Turbo,68000 km,4.0,Tiptronic,Front,04-May,Red,12,640,36065
45621686,BMW,X5,2015,Jeep,Yes,Diesel,3,201056 km,6.0,Automatic,4x4,04-May,Black,0,1104,3607
45778555,KIA,Optima,2012,Sedan,Yes,Petrol,2.4,138000 km,4.0,Tiptronic,Front,04-May,Black,12,753,16621
45807507,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,184000 km,4.0,Automatic,Front,04-May,Grey,12,1185,10976
45730162,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2,102118 km,4.0,Automatic,Front,04-May,Blue,4,765,45044
45476495,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,80000 km,4.0,Automatic,Front,04-May,Brown,6,585,14426
42200666,FORD,Fusion TITANIUM,2015,Sedan,Yes,Petrol,2.0 Turbo,66196 km,4.0,Automatic,Front,04-May,Silver,8,765,19757
45732564,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,24526 km,4.0,Automatic,Front,04-May,White,4,891,37476
45651588,LEXUS,ES 350,2015,Sedan,Yes,Hybrid,2.5,40386 km,4.0,Automatic,Front,04-May,White,12,456,10192
45803306,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2,14368 km,4.0,Automatic,Front,04-May,Black,4,765,20162
45599937,HONDA,Insight,2011,Hatchback,No,Hybrid,1.3,195703 km,4.0,Tiptronic,Front,04-May,Grey,6,490,5018
45804145,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,142035 km,4.0,Automatic,Front,04-May,Black,4,707,27654
45816267,BMW,X6,2011,Jeep,Yes,Petrol,4.4,147677 km,8.0,Automatic,4x4,04-May,Red,12,1451,8154
45695743,KIA,Optima,2012,Sedan,Yes,Hybrid,2.4,97000 km,4.0,Tiptronic,Front,04-May,Black,12,753,20385
45751260,MERCEDES-BENZ,Vito 113,2011,Microbus,No,Diesel,2.2,260000 km,4.0,Manual,Rear,>5,White,8,769,24462
45343299,MERCEDES-BENZ,C 180,2014,Sedan,Yes,Petrol,1.8 Turbo,102400 km,4.0,Automatic,Rear,02-Mar,Red,12,584,29793
45813283,LEXUS,RX 350,2015,Jeep,Yes,Petrol,3.5,54822 km,6.0,Automatic,4x4,04-May,Black,12,1273,22266
45770055,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,264877 km,6.0,Automatic,4x4,04-May,White,12,1324,4861
45797163,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,96334 km,4.0,Automatic,Front,04-May,Grey,4,1091,42218
45636184,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,129128 km,4.0,Automatic,4x4,04-May,White,0,530,3607
45730066,SSANGYONG,Actyon,2017,Jeep,Yes,Diesel,1.6,64416 km,4.0,Automatic,Front,04-May,Blue,4,831,41281
45809766,CHEVROLET,Cruze,2013,Sedan,Yes,Diesel,2,186872 km,4.0,Automatic,Front,04-May,Brown,4,640,14746
45471406,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,16960 km,4.0,Automatic,Front,04-May,Golden,10,779,23521
45793506,CHEVROLET,Captiva,2010,Jeep,Yes,Diesel,2,61232 km,4.0,Automatic,Front,04-May,White,4,833,11917
45550733,TOYOTA,Prius,2007,Hatchback,No,Petrol,1.5,318400 km,4.0,Automatic,Front,04-May,Silver,6,988,10663
45803195,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,239314 km,4.0,Automatic,Front,04-May,Silver,4,891,15681
45801811,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,79995 km,4.0,Automatic,Front,04-May,Silver,4,687,16543
45803186,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,377942 km,4.0,Automatic,Front,04-May,Silver,4,639,10036
44698118,TOYOTA,Highlander 2.4 lit,2006,Jeep,No,Petrol,2.4,193840 km,4.0,Automatic,Front,04-May,Silver,12,1759,19130
45802825,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,2,68359 km,4.0,Automatic,Front,04-May,Silver,4,642,36231
45803058,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,2,70800 km,4.0,Automatic,Front,04-May,Silver,4,1017,52357
45610623,FIAT,500L LONG,2012,Coupe,No,Petrol,1.4,83545 km,4.0,Automatic,Front,04-May,Black,12,475,10036
45732702,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,312690 km,4.0,Automatic,Front,04-May,Silver,4,639,11604
45762255,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,112123 km,4.0,Automatic,Front,04-May,Silver,0,259,6586
45751951,TOYOTA,Camry,2017,Sedan,Yes,Petrol,2.5,39709 km,4.0,Automatic,Front,04-May,Black,12,1249,17562
45810272,CHEVROLET,Malibu,2015,Sedan,Yes,Diesel,2,111365 km,4.0,Automatic,Front,04-May,Grey,4,765,25744
45794273,NISSAN,X-Terra,2012,Jeep,No,Petrol,4,138965 km,6.0,Automatic,4x4,04-May,Black,8,1197,18503
45809225,FORD,Taurus,2015,Sedan,Yes,Petrol,3.5,56476 km,4.0,Automatic,Front,04-May,Black,4,1273,51965
45764629,TOYOTA,Tacoma,2019,Sedan,Yes,Petrol,3.5,18555 km,6.0,Automatic,4x4,04-May,Black,12,1820,26971
45759173,KIA,Optima,2012,Sedan,Yes,Petrol,2,46208 km,4.0,Automatic,Front,04-May,Silver,4,642,8781
45660577,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.3,224629 km,6.0,Automatic,4x4,04-May,Silver,12,1750,8154
45802988,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,2,75991 km,4.0,Automatic,Front,04-May,Grey,4,707,13642
45332550,TOYOTA,RAV 4,2016,Jeep,Yes,Hybrid,2.5,115000 km,4.0,Tiptronic,4x4,04-May,Black,12,518,39201
45800412,TOYOTA,Prius V,2013,Universal,Yes,Petrol,1.8,267200 km,4.0,Variator,Front,04-May,White,0,585,18503
45793538,CHEVROLET,Captiva,2008,Jeep,Yes,Diesel,2,61237 km,4.0,Automatic,Front,04-May,Black,4,1090,9377
45797428,NISSAN,Juke,2013,Jeep,Yes,Petrol,1.6,0 km,4.0,Automatic,Front,04-May,Red,12,530,7213
45794229,CHEVROLET,Cruze,2018,Sedan,No,Petrol,1.4 Turbo,6000 km,4.0,Tiptronic,Front,04-May,White,0,781,23521
45802956,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,61146 km,4.0,Automatic,Front,04-May,White,4,911,14583
45669073,TOYOTA,Prius,2015,Hatchback,No,Hybrid,1.8,105000 km,4.0,Automatic,Front,04-May,Silver,8,353,19757
45741884,BMW,X5,2009,Jeep,Yes,Petrol,4.8,112000 km,8.0,Tiptronic,4x4,04-May,White,8,2195,17876
45803147,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,90000 km,4.0,Automatic,Front,04-May,Grey,4,836,10349
45758589,JEEP,Compass,2015,Jeep,Yes,Petrol,2.4,72000 km,4.0,Automatic,4x4,04-May,White,6,900,14113
45804979,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,116082 km,4.0,Automatic,Front,04-May,White,4,770,38016
45644800,TOYOTA,Highlander,2009,Jeep,Yes,Hybrid,3.3,251278 km,6.0,Automatic,4x4,04-May,Green,12,1537,7997
45766496,MERCEDES-BENZ,E 350,2011,Coupe,Yes,Diesel,3.5,170429 km,6.0,Automatic,Rear,02-Mar,Silver,12,1172,15994
45807114,HYUNDAI,Tucson,2013,Jeep,Yes,Petrol,2.4,124000 km,4.0,Tiptronic,Front,04-May,Silver,12,751,18503
45804349,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,155300 km,4.0,Automatic,Front,04-May,Silver,4,836,22947
45729915,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.7,121649 km,4.0,Automatic,Front,04-May,Silver,4,924,29711
45803219,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2,676825 km,4.0,Automatic,Front,04-May,White,4,765,9418
45787511,NISSAN,Juke,2010,Jeep,Yes,Petrol,1.6,89000 km,4.0,Automatic,Front,>5,White,0,687,17249
45793399,MITSUBISHI,Outlander sport,2011,Jeep,No,Petrol,2,95000 km,4.0,Tiptronic,Front,04-May,Silver,8,707,17249
45793185,CHEVROLET,Matiz,2010,Sedan,Yes,Petrol,1,130089 km,4.0,Automatic,Front,04-May,Black,4,460,5802
45728620,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2,90344 km,4.0,Automatic,Front,04-May,Black,4,765,40926
45744748,DAEWOO,Lacetti,2009,Sedan,Yes,Diesel,2,39031 km,4.0,Automatic,Front,04-May,Blue,4,966,5865
45655934,FORD,Fusion,2014,Sedan,No,Petrol,1.5 Turbo,126688 km,4.0,Automatic,Front,04-May,Black,12,501,13172
45759352,AUDI,Q7,2017,Jeep,Yes,Petrol,3,44642 km,6.0,Automatic,4x4,04-May,Black,0,1481,13328
45725147,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,114000 km,4.0,Automatic,Front,04-May,Silver,4,707,18240
45793707,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,54647 km,4.0,Automatic,Front,04-May,White,4,1282,5018
45809410,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.5,63300 km,4.0,Automatic,Front,04-May,Silver,4,501,23204
45810274,CHEVROLET,Malibu,2015,Sedan,Yes,Diesel,2,60618 km,4.0,Automatic,Front,04-May,Black,4,765,24302
45286370,VOLKSWAGEN,Passat SE,2012,Sedan,Yes,Petrol,2.5,127000 km,5.0,Tiptronic,Front,04-May,Blue,6,781,18158
45810471,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,198000 km,4.0,Automatic,Front,04-May,Silver,4,642,16621
45771296,TOYOTA,Prius,2011,Jeep,Yes,Hybrid,1.8,489584 km,4.0,Automatic,Front,04-May,Grey,12,645,5018
45803292,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2,211075 km,4.0,Automatic,Front,04-May,White,4,836,16894
45039627,TOYOTA,Prius prius,2009,Hatchback,No,Hybrid,1.5,185000 km,4.0,Variator,Front,04-May,White,12,746,9722
45789848,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,76640 km,4.0,Automatic,Front,04-May,Silver,4,707,9948
45776053,FORD,Focus,2017,Sedan,No,Petrol,1.0 Turbo,33600 km,3.0,Automatic,Front,04-May,Black,8,552,18817
45732830,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,2,91678 km,4.0,Automatic,Front,04-May,Grey,4,707,13495
43009722,TOYOTA,Corolla LE,2015,Sedan,No,Petrol,1.8,68221 km,4.0,Automatic,Front,04-May,White,6,697,19444
45767096,HYUNDAI,Elantra,2011,Sedan,No,Petrol,1.8,152493 km,4.0,Automatic,Front,04-May,Sky blue,4,645,13485
45809499,HONDA,FIT,2015,Hatchback,Yes,Petrol,1.5,14000 km,4.0,Automatic,Front,04-May,Silver,4,595,39066
45810291,CHEVROLET,Malibu,2015,Sedan,Yes,Petrol,2,110000 km,4.0,Automatic,Front,04-May,Silver,4,765,22825
45793447,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2,59136 km,4.0,Automatic,Front,04-May,Silver,4,1282,4077
45789121,FORD,Fusion 1.6,2013,Sedan,Yes,Petrol,1.6 Turbo,249600 km,4.0,Tiptronic,Front,04-May,Black,10,530,20698
45549637,VOLKSWAGEN,Golf,2012,Hatchback,No,Diesel,2.0 Turbo,0 km,4.0,Manual,Front,04-May,Grey,12,642,17876
45786533,HYUNDAI,Elantra,2012,Sedan,No,Petrol,1.8,113600 km,4.0,Automatic,Front,04-May,White,6,586,14426
45636736,SUBARU,XV,2014,Sedan,Yes,Petrol,2,142211 km,4.0,Automatic,4x4,04-May,Black,0,639,10506
45644471,FORD,Fusion,2014,Sedan,Yes,Hybrid,2,124493 km,4.0,Automatic,Front,04-May,White,0,333,4861
45801627,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,110000 km,4.0,Automatic,Front,04-May,Grey,4,530,19707
45809860,TOYOTA,Aqua,2012,Hatchback,Yes,Petrol,1.5,111000 km,4.0,Automatic,Front,04-May,Yellow,4,503,14069
45732165,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,150415 km,4.0,Automatic,Front,04-May,White,4,891,41632
45764503,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,138491 km,4.0,Automatic,Front,04-May,Black,0,259,3763
45652447,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,206000 km,4.0,Variator,Front,04-May,White,4,503,14113
45810289,PORSCHE,Cayenne,2010,Jeep,Yes,Petrol,4.8,134864 km,8.0,Automatic,4x4,04-May,White,12,1885,21639
45757682,FORD,Fusion,2016,Sedan,Yes,Petrol,1.5,70566 km,4.0,Automatic,Front,04-May,White,12,690,5488
45798306,HYUNDAI,Elantra,2015,Sedan,Yes,LPG,1.6,31891 km,4.0,Automatic,Front,04-May,Grey,4,629,18346
45815899,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,156326 km,4.0,Automatic,Front,04-May,Grey,12,585,3607
45642449,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,124912 km,4.0,Automatic,Front,04-May,White,12,779,3763
45803278,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,335782 km,4.0,Automatic,Front,04-May,Silver,4,639,10036
45655631,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,186005 km,6.0,Automatic,4x4,04-May,Silver,12,1399,13328
45771805,TOYOTA,RAV 4,2016,Jeep,Yes,Petrol,2.5,41019 km,4.0,Automatic,4x4,04-May,Silver,12,1091,14897
45732593,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,145329 km,4.0,Automatic,Front,04-May,Black,4,891,50049
45790432,BMW,X5 35d,2012,Jeep,Yes,Diesel,3.0 Turbo,118400 km,6.0,Tiptronic,4x4,04-May,Black,12,919,50178
45809674,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.3,50000 km,4.0,Automatic,Front,04-May,Black,4,446,27193
45797512,HYUNDAI,H1,2015,Universal,Yes,Diesel,2.5,112718 km,4.0,Automatic,Front,04-May,Silver,4,934,40983
45815824,TOYOTA,Avalon LIMITED,2013,Sedan,Yes,Hybrid,2.5,97852 km,5.0,Tiptronic,Front,04-May,Carnelian red,10,779,42965
45715130,VOLKSWAGEN,Golf,2010,Hatchback,Yes,Petrol,2.5,105000 km,5.0,Tiptronic,Front,04-May,Red,10,1024,13172
45796059,CHEVROLET,Cruze,2017,Sedan,Yes,Petrol,1.4,107637 km,4.0,Automatic,Front,04-May,Black,0,738,15681
45767474,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,300366 km,6.0,Automatic,4x4,04-May,Blue,12,1324,14269
45810079,CHEVROLET,Impala,2017,Sedan,Yes,Petrol,2.5,65496 km,4.0,Automatic,Front,04-May,Black,4,1249,45445
45758179,KIA,Optima,2012,Sedan,Yes,Hybrid,2.4,100000 km,4.0,Automatic,Front,04-May,Black,8,753,20071
45804270,JEEP,Cherokee,2015,Jeep,Yes,Diesel,2,165000 km,4.0,Automatic,Front,04-May,White,4,765,45445
45801644,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,133783 km,4.0,Automatic,Front,04-May,Grey,4,583,19679
45645729,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515 km,4.0,Automatic,Front,04-May,Black,12,609,9722
40784381,NISSAN,Kicks,2018,Jeep,No,Petrol,1.6,4363 km,4.0,Automatic,Front,04-May,Grey,0,880,25089
45750916,MAZDA,Mazda 6,2014,Sedan,No,Petrol,2.5,129000 km,4.0,Automatic,Front,04-May,Black,10,777,18189
45771244,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,200179 km,6.0,Automatic,4x4,04-May,Black,12,1053,30734
45807577,LEXUS,NX 300,2018,Jeep,Yes,Petrol,2.0 Turbo,18918 km,4.0,Tiptronic,Front,04-May,Black,6,1079,72130
45809376,HONDA,FIT,2013,Universal,Yes,Hybrid,1.3,112405 km,4.0,Automatic,Front,04-May,Black,4,447,9593
45810109,TOYOTA,Aqua,2015,Hatchback,Yes,Petrol,1.5,16033 km,4.0,Automatic,Front,04-May,Blue,4,595,37301
45802893,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,95000 km,4.0,Automatic,Front,04-May,Black,4,640,40983
45768418,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,275240 km,8.0,Automatic,4x4,04-May,Silver,0,1811,15681
45792098,KIA,Cadenza,2016,Sedan,Yes,Petrol,3,27812 km,6.0,Automatic,Front,04-May,Silver,4,1292,34340
45808835,FORD,Focus TITANIUM,2017,Sedan,Yes,Petrol,2,100800 km,4.0,Tiptronic,Front,04-May,White,0,1017,23521
45816202,BMW,328,2013,Sedan,Yes,Petrol,2.0 Turbo,201360 km,4.0,Tiptronic,Rear,04-May,Silver,6,640,21953
44935456,SUBARU,Forester,2011,Jeep,No,Petrol,2.5,145000 km,4.0,Tiptronic,4x4,04-May,Carnelian red,12,862,16621
45759169,KIA,Optima,2014,Sedan,Yes,Petrol,2,71104 km,4.0,Automatic,Front,04-May,White,4,638,14113
